eventID,scientificName,verbatimIdentification,occurrenceID,scientificNameID,occurrenceStatus,basisOfRecord,recordedBy
IYS2022-Shimada-4-2-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-2-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-2-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-2-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-2-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-2-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-2-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-2-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-2-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-2-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-2-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-2-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-2-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-10-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-10-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-10-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-10-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-10-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-10-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-10-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-10-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-10-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-10-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-10-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-10-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-10-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-11-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-11-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-11-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-11-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-11-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-11-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-11-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-11-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-11-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-11-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-11-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-11-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-11-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-12-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-12-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-12-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-12-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-12-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-12-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-12-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-12-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-12-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-12-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-12-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-12-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-12-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-13-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-13-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-13-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-13-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-13-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-13-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-13-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-13-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-13-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-13-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-13-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-13-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-13-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-14-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-14-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-14-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-14-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-14-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-14-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-14-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-14-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-14-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-14-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-14-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-14-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-14-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-15-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-15-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-15-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-15-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-15-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-15-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-15-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-15-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-15-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-15-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-15-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-15-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-15-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-16-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-16-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-16-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-16-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-16-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-16-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-16-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-16-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-16-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-16-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-16-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-16-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-16-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-17-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-17-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-17-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-17-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-17-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-17-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-17-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-17-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-17-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-17-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-17-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-17-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-17-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-18-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-18-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-18-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-18-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-18-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-18-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-18-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-18-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-18-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-18-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-18-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-18-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-18-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-19-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-19-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-19-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-19-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-19-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-19-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-19-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-19-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-19-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-19-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-50,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-19-FC-50-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-19-FC-50,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-19-FC-50-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-20-FC-5,Synechococcus,Synechococcus,IYS2022-Shimada-4-20-FC-5-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-20-FC-5,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-20-FC-5-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-20-FC-5,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-20-FC-5-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-20-FC-5,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-20-FC-5-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-20-FC-25,Synechococcus,Synechococcus,IYS2022-Shimada-4-20-FC-25-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-20-FC-25,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-20-FC-25-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-20-FC-25,Eukaryota,Nanoeukaryotes,IYS2022-Shimada-4-20-FC-25-3,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-20-FC-25,Cryptophyta,Cryptophytes,IYS2022-Shimada-4-20-FC-25-4,urn:lsid:marinespecies.org:taxname:17638,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-20-FC-50,Synechococcus,Synechococcus,IYS2022-Shimada-4-20-FC-50-1,urn:lsid:marinespecies.org:taxname:160572,present,MachineObservation,Michael W. Lomas
IYS2022-Shimada-4-20-FC-50,Eukaryota,Picoeukaryotes,IYS2022-Shimada-4-20-FC-50-2,urn:lsid:algaebase.org:taxname:86701,present,MachineObservation,Michael W. Lomas
